date,product,category,price,current_stock,sold,revenue,weather,festival,location,restock_added
2025-02-05,Panjabi,Ethnic,1814,33,4,7256,Rainy,None,Chattogram,0
2025-04-15,Shirt,Formal,1500,37,0,0,Humid,Eid,Dhaka,0
2025-12-07,Saree,Traditional,3057,41,1,3057,Sunny,None,Chattogram,32
2025-12-05,Panjabi,Ethnic,1830,24,9,16470,Rainy,None,Sylhet,0
2025-08-15,Hoodie,Winter,2350,35,1,2350,Sunny,None,Dhaka,0
2025-09-15,Shirt,Formal,1351,37,0,0,Humid,None,Sylhet,0
2025-08-16,Saree,Traditional,3071,29,12,36852,Sunny,None,Chattogram,0
2025-06-24,Saree,Traditional,3080,21,8,24640,Humid,None,Sylhet,0
2025-12-20,T-Shirt,Casual,831,38,4,3324,Rainy,None,Chattogram,0
2025-12-13,Hoodie,Winter,2403,33,2,4806,Rainy,None,Dhaka,0
2025-01-13,T-Shirt,Casual,925,34,4,3700,Humid,None,Dhaka,0
2025-04-11,T-Shirt,Casual,797,31,3,2391,Rainy,None,Dhaka,0
2025-11-17,Hoodie,Winter,2356,22,11,25916,Humid,None,Sylhet,0
2025-05-16,Shirt,Formal,1602,37,0,0,Cold,Eid,Sylhet,0
2025-11-10,Jeans,Denim,2635,43,0,0,Sunny,None,Dhaka,0
2025-11-05,Saree,Traditional,3336,21,0,0,Cold,None,Sylhet,0
2025-10-01,Hoodie,Winter,2417,22,0,0,Cold,None,Chattogram,0
2025-03-15,Hoodie,Winter,2335,19,3,7005,Humid,None,Sylhet,0
2025-12-13,Panjabi,Ethnic,1865,23,1,1865,Rainy,None,Dhaka,0
2025-08-13,Saree,Traditional,3260,18,3,9780,Sunny,None,Chattogram,0
2025-06-24,Shirt,Formal,1614,36,1,1614,Rainy,None,Sylhet,0
2025-12-25,Panjabi,Ethnic,1907,11,12,22884,Sunny,None,Dhaka,0
2025-03-20,T-Shirt,Casual,838,28,3,2514,Rainy,None,Sylhet,0
2025-02-11,Jeans,Denim,2477,43,0,0,Sunny,None,Sylhet,0
2025-11-06,T-Shirt,Casual,829,18,10,8290,Humid,None,Chattogram,0
2025-01-19,Shirt,Formal,1454,36,0,0,Humid,None,Sylhet,0
2025-10-17,Hoodie,Winter,2115,18,1,2115,Cold,None,Chattogram,0
2025-02-02,Saree,Traditional,3389,14,4,13556,Rainy,None,Chattogram,0
2025-10-04,Hoodie,Winter,2240,15,3,6720,Humid,None,Sylhet,0
2025-04-24,Shirt,Formal,1546,36,0,0,Rainy,Eid,Dhaka,0
2025-10-09,Shirt,Formal,1622,34,2,3244,Humid,None,Dhaka,0
2025-04-21,Jeans,Denim,2381,43,0,0,Cold,None,Dhaka,0
2025-10-23,T-Shirt,Casual,884,29,10,8840,Cold,None,Dhaka,21
2025-01-04,Jeans,Denim,2603,42,1,2603,Cold,None,Sylhet,0
2025-04-15,Jeans,Denim,2389,41,1,2389,Rainy,Eid,Chattogram,0
2025-05-10,Hoodie,Winter,2330,13,2,4660,Cold,None,Chattogram,0
2025-10-13,Jeans,Denim,2502,41,0,0,Rainy,None,Dhaka,0
2025-06-14,Panjabi,Ethnic,1682,34,6,10092,Sunny,None,Sylhet,29
2025-09-27,Hoodie,Winter,2387,10,3,7161,Sunny,None,Sylhet,0
2025-03-26,Jeans,Denim,2405,41,0,0,Cold,None,Sylhet,0
2025-04-10,T-Shirt,Casual,883,27,2,1766,Rainy,Eid,Chattogram,0
2025-08-31,T-Shirt,Casual,614,27,0,0,Sunny,None,Chattogram,0
2025-04-20,Jeans,Denim,2648,41,0,0,Sunny,Eid,Sylhet,0
2025-09-20,Hoodie,Winter,2308,41,1,2308,Sunny,None,Dhaka,32
2025-11-10,Hoodie,Winter,2408,32,9,21672,Sunny,None,Dhaka,0
2025-10-21,Panjabi,Ethnic,1958,24,10,19580,Cold,None,Sylhet,0
2025-10-22,Hoodie,Winter,2174,29,3,6522,Cold,None,Chattogram,0
2025-03-18,Hoodie,Winter,2242,27,2,4484,Sunny,None,Sylhet,0
2025-12-16,Shirt,Formal,1564,30,4,6256,Humid,None,Chattogram,0
2025-01-05,Panjabi,Ethnic,1692,17,7,11844,Rainy,None,Sylhet,0
2025-06-09,Jeans,Denim,2631,41,0,0,Humid,None,Dhaka,0
2025-03-31,Hoodie,Winter,2091,24,3,6273,Rainy,Pohela Boishakh,Dhaka,0
2025-12-24,Panjabi,Ethnic,2019,16,1,2019,Sunny,None,Sylhet,0
2025-08-10,Panjabi,Ethnic,1834,13,3,5502,Rainy,None,Chattogram,0
2025-01-16,Saree,Traditional,3285,10,4,13140,Cold,None,Dhaka,0
2025-02-12,T-Shirt,Casual,791,24,3,2373,Cold,None,Sylhet,0
2025-09-11,Saree,Traditional,3221,30,3,9663,Cold,None,Sylhet,23
2025-10-15,Hoodie,Winter,2156,22,2,4312,Rainy,None,Dhaka,0
2025-05-07,Hoodie,Winter,2087,20,2,4174,Rainy,Eid,Sylhet,0
2025-07-27,Saree,Traditional,3243,30,0,0,Cold,None,Dhaka,0
2025-06-20,T-Shirt,Casual,590,22,2,1180,Cold,None,Sylhet,0
2025-06-07,Shirt,Formal,1546,28,2,3092,Humid,None,Chattogram,0
2025-07-31,Saree,Traditional,3382,21,9,30438,Cold,None,Dhaka,0
2025-05-25,T-Shirt,Casual,938,17,5,4690,Cold,None,Sylhet,0
2025-04-03,T-Shirt,Casual,696,43,9,6264,Cold,Eid,Dhaka,35
2025-03-03,Hoodie,Winter,2149,16,4,8596,Humid,None,Sylhet,0
2025-06-22,Jeans,Denim,2330,41,0,0,Sunny,None,Sylhet,0
2025-04-08,Shirt,Formal,1352,23,5,6760,Rainy,None,Sylhet,0
2025-01-07,Jeans,Denim,2601,41,0,0,Cold,None,Dhaka,0
2025-07-13,Shirt,Formal,1303,20,3,3909,Cold,None,Chattogram,0
2025-03-16,T-Shirt,Casual,586,38,5,2930,Sunny,None,Sylhet,0
2025-09-09,Jeans,Denim,2426,39,2,4852,Cold,None,Dhaka,0
2025-02-28,T-Shirt,Casual,794,36,2,1588,Cold,Ramadan,Sylhet,0
2025-10-05,Hoodie,Winter,2348,14,2,4696,Humid,None,Chattogram,0
2025-07-17,Hoodie,Winter,2085,10,4,8340,Humid,None,Dhaka,0
2025-07-27,Saree,Traditional,3231,21,0,0,Cold,None,Chattogram,0
2025-10-18,Saree,Traditional,3067,14,7,21469,Sunny,None,Chattogram,0
2025-07-06,Jeans,Denim,2326,39,0,0,Sunny,None,Dhaka,0
2025-07-22,Shirt,Formal,1623,19,1,1623,Sunny,None,Dhaka,0
2025-04-18,T-Shirt,Casual,772,30,6,4632,Rainy,Pohela Boishakh,Sylhet,0
2025-11-18,T-Shirt,Casual,678,26,4,2712,Sunny,None,Dhaka,0
2025-12-19,Shirt,Formal,1634,15,4,6536,Sunny,None,Sylhet,0
2025-01-10,Panjabi,Ethnic,2005,12,1,2005,Cold,None,Sylhet,0
2025-09-14,Jeans,Denim,2473,37,2,4946,Cold,None,Dhaka,0
2025-11-15,Panjabi,Ethnic,1951,11,1,1951,Humid,None,Chattogram,0
2025-09-22,T-Shirt,Casual,851,19,7,5957,Sunny,None,Sylhet,0
2025-02-25,Saree,Traditional,3080,14,0,0,Rainy,None,Dhaka,0
2024-12-31,T-Shirt,Casual,901,14,5,4505,Rainy,None,Chattogram,0
2025-11-01,T-Shirt,Casual,627,10,4,2508,Sunny,None,Dhaka,0
2025-03-26,Panjabi,Ethnic,1812,30,5,9060,Rainy,Ramadan,Sylhet,24
2025-10-18,Hoodie,Winter,2416,10,0,0,Humid,None,Chattogram,0
2025-08-20,Shirt,Formal,1645,14,1,1645,Cold,None,Dhaka,0
2025-07-24,T-Shirt,Casual,820,25,6,4920,Rainy,None,Sylhet,21
2025-03-12,Shirt,Formal,1568,14,0,0,Humid,Ramadan,Dhaka,0
2025-05-15,Panjabi,Ethnic,1778,12,18,32004,Sunny,Eid,Chattogram,0
2025-11-03,Shirt,Formal,1624,12,2,3248,Rainy,None,Chattogram,0
2025-06-11,Jeans,Denim,2250,37,0,0,Rainy,None,Chattogram,0
2025-12-04,Hoodie,Winter,2308,51,6,13848,Humid,None,Dhaka,47
2025-09-02,Saree,Traditional,3322,10,4,13288,Rainy,None,Dhaka,0
2025-03-09,Panjabi,Ethnic,1892,45,5,9460,Cold,None,Chattogram,38
2025-01-06,Jeans,Denim,2528,36,1,2528,Humid,None,Sylhet,0
2025-10-27,Hoodie,Winter,2143,51,0,0,Sunny,None,Sylhet,0
2025-02-14,Jeans,Denim,2371,36,0,0,Sunny,None,Dhaka,0
2025-03-24,Panjabi,Ethnic,1857,45,0,0,Cold,None,Chattogram,0
2025-04-06,Jeans,Denim,2392,36,0,0,Rainy,Eid,Dhaka,0
2025-08-04,T-Shirt,Casual,741,25,0,0,Humid,None,Chattogram,0
2025-07-09,Saree,Traditional,3397,35,7,23779,Rainy,None,Chattogram,32
2025-02-23,Hoodie,Winter,2139,40,11,23529,Cold,None,Chattogram,0
2025-01-03,Jeans,Denim,2550,34,2,5100,Rainy,None,Chattogram,0
2025-10-23,Panjabi,Ethnic,1675,41,4,6700,Cold,None,Dhaka,0
2025-03-11,Saree,Traditional,3259,35,0,0,Sunny,None,Chattogram,0
2025-10-22,Jeans,Denim,2649,34,0,0,Rainy,None,Chattogram,0
2025-01-01,Saree,Traditional,3425,30,5,17125,Rainy,None,Chattogram,0
2025-04-02,Panjabi,Ethnic,1841,36,5,9205,Humid,Ramadan,Dhaka,0
2025-02-18,Saree,Traditional,3228,23,7,22596,Sunny,None,Sylhet,0
2025-06-22,Hoodie,Winter,2126,38,2,4252,Sunny,None,Sylhet,0
2025-12-23,Saree,Traditional,3297,23,0,0,Humid,None,Dhaka,0
2025-11-27,Saree,Traditional,3099,12,11,34089,Cold,None,Sylhet,0
2025-12-21,Jeans,Denim,2364,34,0,0,Sunny,None,Dhaka,0
2025-12-07,Hoodie,Winter,2127,28,10,21270,Sunny,None,Chattogram,0
2025-10-06,Jeans,Denim,2550,34,0,0,Humid,None,Dhaka,0
2025-03-14,Jeans,Denim,2364,34,0,0,Sunny,None,Sylhet,0
2025-10-31,Shirt,Formal,1285,56,3,3855,Sunny,None,Dhaka,47
2025-09-27,Shirt,Formal,1295,54,2,2590,Humid,None,Dhaka,0
2025-12-09,Saree,Traditional,3417,58,4,13668,Rainy,None,Chattogram,50
2025-09-01,Hoodie,Winter,2197,24,4,8788,Sunny,None,Chattogram,0
2025-01-20,Panjabi,Ethnic,1837,28,8,14696,Rainy,None,Sylhet,0
2025-12-15,Shirt,Formal,1454,51,3,4362,Rainy,None,Sylhet,0
2025-11-15,Jeans,Denim,2439,33,1,2439,Sunny,None,Chattogram,0
2025-11-05,T-Shirt,Casual,608,17,8,4864,Cold,None,Sylhet,0
2025-05-15,T-Shirt,Casual,583,13,4,2332,Cold,None,Chattogram,0
2025-01-04,Jeans,Denim,2442,33,0,0,Rainy,None,Dhaka,0
2025-08-21,Jeans,Denim,2630,31,2,5260,Sunny,None,Sylhet,0
2025-08-12,Jeans,Denim,2445,30,1,2445,Sunny,None,Sylhet,0
2025-07-13,Saree,Traditional,3102,51,7,21714,Humid,None,Sylhet,0
2025-07-21,Panjabi,Ethnic,1743,20,8,13944,Humid,None,Dhaka,0
2025-03-12,Saree,Traditional,3318,51,0,0,Humid,None,Dhaka,0
2025-06-22,Panjabi,Ethnic,2032,17,3,6096,Sunny,None,Chattogram,0
2025-06-27,Jeans,Denim,2650,29,1,2650,Humid,None,Dhaka,0
2025-05-07,T-Shirt,Casual,636,36,5,3180,Rainy,Eid,Chattogram,28
2025-06-05,Shirt,Formal,1509,51,0,0,Humid,None,Sylhet,0
2025-12-25,Panjabi,Ethnic,1771,39,14,24794,Humid,None,Chattogram,36
2025-09-22,Hoodie,Winter,2291,19,5,11455,Sunny,None,Sylhet,0
2025-03-14,Jeans,Denim,2312,29,0,0,Humid,Ramadan,Chattogram,0
2025-12-14,Panjabi,Ethnic,1746,34,5,8730,Rainy,None,Sylhet,0
2025-07-31,Panjabi,Ethnic,2023,20,14,28322,Humid,None,Dhaka,0
2025-10-25,Hoodie,Winter,2449,17,2,4898,Humid,None,Sylhet,0
2025-07-27,Panjabi,Ethnic,1852,10,10,18520,Cold,None,Dhaka,0
2025-05-25,Shirt,Formal,1528,48,3,4584,Humid,Eid,Dhaka,0
2025-08-01,Hoodie,Winter,2069,17,0,0,Cold,None,Dhaka,0
2025-02-13,Saree,Traditional,3260,43,8,26080,Humid,None,Chattogram,0
2025-10-01,T-Shirt,Casual,673,28,8,5384,Sunny,None,Chattogram,0
2025-04-08,T-Shirt,Casual,862,22,6,5172,Cold,Ramadan,Sylhet,0
2025-10-08,T-Shirt,Casual,614,21,1,614,Cold,None,Dhaka,0
2025-01-08,Jeans,Denim,2390,29,0,0,Cold,None,Sylhet,0
2025-06-20,Jeans,Denim,2460,29,0,0,Sunny,None,Sylhet,0
2025-01-13,T-Shirt,Casual,576,17,4,2304,Sunny,None,Sylhet,0
2025-03-09,T-Shirt,Casual,835,13,4,3340,Cold,None,Sylhet,0
2025-08-19,Hoodie,Winter,2316,17,0,0,Sunny,None,Sylhet,0
2025-05-13,Hoodie,Winter,2253,17,0,0,Cold,None,Sylhet,0
2025-05-13,Saree,Traditional,3188,37,6,19128,Humid,Eid,Sylhet,0
2025-11-14,T-Shirt,Casual,911,13,0,0,Sunny,None,Dhaka,0
2025-11-27,T-Shirt,Casual,870,28,11,9570,Cold,None,Chattogram,26
2025-02-23,Panjabi,Ethnic,1724,38,4,6896,Humid,None,Dhaka,32
2025-02-20,Hoodie,Winter,2162,11,6,12972,Cold,None,Dhaka,0
2025-06-24,Hoodie,Winter,2250,34,4,9000,Cold,None,Chattogram,27
2025-02-17,Shirt,Formal,1430,43,5,7150,Humid,None,Dhaka,0
2025-02-12,Jeans,Denim,2495,29,0,0,Humid,None,Sylhet,0
2025-01-31,Panjabi,Ethnic,1781,33,5,8905,Cold,None,Dhaka,0
2025-05-22,Hoodie,Winter,2100,34,0,0,Humid,None,Sylhet,0
2025-12-14,Jeans,Denim,2535,29,0,0,Cold,None,Dhaka,0
2025-07-06,Panjabi,Ethnic,1783,29,4,7132,Sunny,None,Chattogram,0
2025-11-16,Jeans,Denim,2311,29,0,0,Sunny,None,Sylhet,0
2025-01-01,T-Shirt,Casual,701,21,7,4907,Rainy,None,Sylhet,0
2025-09-07,Jeans,Denim,2300,29,0,0,Humid,None,Dhaka,0
2025-08-16,Shirt,Formal,1552,43,0,0,Humid,None,Dhaka,0
2025-01-14,Shirt,Formal,1501,42,1,1501,Humid,None,Chattogram,0
2025-03-26,Shirt,Formal,1632,39,3,4896,Sunny,None,Chattogram,0
2025-11-24,Panjabi,Ethnic,1656,22,7,11592,Cold,None,Sylhet,0
2025-08-06,Shirt,Formal,1485,39,0,0,Cold,None,Chattogram,0
2025-01-09,Saree,Traditional,3449,30,7,24143,Cold,None,Sylhet,0
2025-07-26,T-Shirt,Casual,848,17,4,3392,Sunny,None,Chattogram,0
2025-08-26,Shirt,Formal,1406,33,6,8436,Humid,None,Chattogram,0
2025-06-18,Jeans,Denim,2611,29,0,0,Cold,None,Chattogram,0
2025-08-14,Jeans,Denim,2269,27,2,4538,Humid,None,Dhaka,0
2025-09-30,T-Shirt,Casual,892,29,8,7136,Cold,None,Dhaka,20
2025-04-10,Panjabi,Ethnic,1946,17,5,9730,Rainy,None,Dhaka,0
2025-10-09,Jeans,Denim,2252,25,2,4504,Cold,None,Dhaka,0
2025-08-08,Jeans,Denim,2402,23,2,4804,Rainy,None,Dhaka,0
2025-03-16,Panjabi,Ethnic,1775,17,0,0,Humid,Ramadan,Sylhet,0
2025-05-03,T-Shirt,Casual,686,21,8,5488,Cold,Eid,Dhaka,0
2025-04-13,Panjabi,Ethnic,1805,47,10,18050,Humid,None,Chattogram,40
2025-06-08,Shirt,Formal,1581,33,0,0,Rainy,None,Dhaka,0
2025-10-17,Hoodie,Winter,2081,34,0,0,Humid,None,Sylhet,0
2025-03-09,Jeans,Denim,2389,23,0,0,Rainy,None,Sylhet,0
2025-02-15,Shirt,Formal,1517,32,1,1517,Humid,None,Sylhet,0
2025-05-03,Shirt,Formal,1615,23,9,14535,Humid,Eid,Sylhet,0
2025-02-18,Hoodie,Winter,2138,27,7,14966,Rainy,None,Dhaka,0
2025-01-08,Shirt,Formal,1263,22,1,1263,Sunny,None,Chattogram,0
2025-06-18,Hoodie,Winter,2444,26,1,2444,Humid,None,Dhaka,0
2025-05-12,Shirt,Formal,1495,14,8,11960,Sunny,Eid,Sylhet,0
2025-05-22,Hoodie,Winter,2157,23,3,6471,Cold,None,Sylhet,0
2025-01-09,Shirt,Formal,1259,56,6,7554,Rainy,None,Dhaka,48
2025-08-26,Jeans,Denim,2550,23,0,0,Cold,None,Dhaka,0
2025-11-08,Hoodie,Winter,2317,15,8,18536,Sunny,None,Dhaka,0
2025-11-17,T-Shirt,Casual,745,19,2,1490,Rainy,None,Chattogram,0
2025-11-15,Jeans,Denim,2519,23,0,0,Cold,None,Sylhet,0
2025-02-09,Jeans,Denim,2591,23,0,0,Rainy,None,Sylhet,0
2025-12-17,Panjabi,Ethnic,2039,43,4,8156,Rainy,None,Dhaka,0
2025-10-10,Saree,Traditional,3247,30,0,0,Rainy,None,Sylhet,0
2025-05-19,Shirt,Formal,1600,54,2,3200,Sunny,None,Chattogram,0
2025-12-20,T-Shirt,Casual,832,15,4,3328,Cold,None,Dhaka,0
2025-09-11,Panjabi,Ethnic,1947,39,4,7788,Humid,None,Sylhet,0
2025-04-11,Jeans,Denim,2561,23,0,0,Humid,None,Dhaka,0
2025-06-25,Saree,Traditional,3229,25,5,16145,Humid,None,Dhaka,0
2025-02-23,Panjabi,Ethnic,1798,39,0,0,Cold,None,Sylhet,0
2025-06-13,Hoodie,Winter,2077,11,4,8308,Humid,None,Chattogram,0
2025-06-10,Saree,Traditional,3244,23,2,6488,Humid,None,Chattogram,0
2025-06-30,Saree,Traditional,3174,22,1,3174,Rainy,None,Chattogram,0
2025-11-03,Hoodie,Winter,2077,54,7,14539,Cold,None,Chattogram,50
2025-08-15,Shirt,Formal,1625,50,4,6500,Sunny,None,Dhaka,0
2025-05-10,Jeans,Denim,2646,23,0,0,Rainy,None,Dhaka,0
2025-07-23,Shirt,Formal,1420,45,5,7100,Rainy,None,Sylhet,0
2025-06-19,Panjabi,Ethnic,1901,35,4,7604,Sunny,None,Dhaka,0
2025-05-16,Shirt,Formal,1336,39,6,8016,Humid,None,Dhaka,0
2025-06-06,Shirt,Formal,1585,35,4,6340,Rainy,None,Sylhet,0
2025-03-12,Hoodie,Winter,2343,54,0,0,Sunny,Ramadan,Sylhet,0
2025-02-15,Jeans,Denim,2367,21,2,4734,Humid,None,Sylhet,0
2025-01-09,Shirt,Formal,1446,34,1,1446,Cold,None,Dhaka,0
2025-01-05,T-Shirt,Casual,879,13,2,1758,Cold,None,Sylhet,0
2025-01-18,Shirt,Formal,1275,33,1,1275,Humid,None,Chattogram,0
2025-02-28,Jeans,Denim,2626,20,1,2626,Cold,None,Chattogram,0
2025-12-11,Shirt,Formal,1296,28,5,6480,Cold,None,Dhaka,0
2025-01-02,Panjabi,Ethnic,1666,24,11,18326,Sunny,None,Sylhet,0
2025-09-12,Shirt,Formal,1479,28,0,0,Rainy,None,Chattogram,0
2025-07-17,Panjabi,Ethnic,1772,18,6,10632,Sunny,None,Chattogram,0
2025-07-07,Shirt,Formal,1280,22,6,7680,Humid,None,Chattogram,0
2025-08-22,Jeans,Denim,2513,17,3,7539,Cold,None,Sylhet,0
2025-08-08,Panjabi,Ethnic,1697,17,1,1697,Cold,None,Dhaka,0
2025-05-17,Shirt,Formal,1640,22,0,0,Cold,None,Sylhet,0
2025-05-20,Panjabi,Ethnic,1827,15,2,3654,Cold,None,Chattogram,0
2025-06-06,Shirt,Formal,1276,22,0,0,Sunny,None,Dhaka,0
2025-02-24,T-Shirt,Casual,786,37,9,7074,Cold,None,Dhaka,33
2025-08-24,T-Shirt,Casual,911,34,3,2733,Rainy,None,Sylhet,0
2025-12-03,Saree,Traditional,3113,20,2,6226,Cold,None,Dhaka,0
2025-12-16,Shirt,Formal,1650,17,5,8250,Cold,None,Chattogram,0
2025-01-16,Hoodie,Winter,2058,52,2,4116,Sunny,None,Sylhet,0
2025-09-21,Saree,Traditional,3195,15,5,15975,Rainy,None,Dhaka,0
2025-12-12,Saree,Traditional,3434,40,8,27472,Cold,None,Chattogram,33
2025-03-31,Saree,Traditional,3063,39,1,3063,Humid,Ramadan,Chattogram,0
2025-11-13,Panjabi,Ethnic,1831,45,6,10986,Rainy,None,Sylhet,36
2025-03-13,T-Shirt,Casual,616,26,8,4928,Cold,None,Dhaka,0
2025-09-24,Jeans,Denim,2272,17,0,0,Humid,None,Dhaka,0
2025-07-31,Hoodie,Winter,2082,49,3,6246,Humid,None,Chattogram,0
2025-12-06,Panjabi,Ethnic,1901,42,3,5703,Rainy,None,Sylhet,0
2025-11-05,Shirt,Formal,1408,15,2,2816,Sunny,None,Dhaka,0
2025-09-22,Jeans,Denim,2616,15,2,5232,Sunny,None,Sylhet,0
2025-09-19,Shirt,Formal,1625,15,0,0,Cold,None,Sylhet,0
2025-07-15,Panjabi,Ethnic,1994,41,1,1994,Humid,None,Chattogram,0
2025-05-18,Jeans,Denim,2416,15,0,0,Humid,Eid,Dhaka,0
2025-04-24,Hoodie,Winter,2291,44,5,11455,Sunny,None,Sylhet,0
2025-09-06,Shirt,Formal,1271,12,3,3813,Rainy,None,Chattogram,0
2025-01-12,Saree,Traditional,3233,37,2,6466,Rainy,None,Dhaka,0
2025-03-26,Jeans,Denim,2493,15,0,0,Sunny,None,Sylhet,0
2025-08-13,Hoodie,Winter,2142,43,1,2142,Cold,None,Dhaka,0
2025-03-16,Jeans,Denim,2408,13,2,4816,Humid,Ramadan,Chattogram,0
2025-04-04,Saree,Traditional,3219,21,16,51504,Humid,Pohela Boishakh,Chattogram,0
2025-11-30,Hoodie,Winter,2436,43,0,0,Sunny,None,Dhaka,0
2025-01-13,Shirt,Formal,1380,36,4,5520,Humid,None,Dhaka,28
2025-01-03,Panjabi,Ethnic,1987,29,12,23844,Humid,None,Chattogram,0
2025-09-25,Jeans,Denim,2487,13,0,0,Humid,None,Chattogram,0
2025-03-06,Panjabi,Ethnic,1743,24,5,8715,Cold,None,Sylhet,0
2025-04-24,Shirt,Formal,1353,34,2,2706,Cold,Ramadan,Dhaka,0
2025-04-21,Panjabi,Ethnic,1731,25,23,39813,Humid,Eid,Chattogram,24
2025-08-31,T-Shirt,Casual,750,25,1,750,Sunny,None,Dhaka,0
2025-12-03,Shirt,Formal,1262,31,3,3786,Humid,None,Chattogram,0
2025-05-27,Jeans,Denim,2432,13,0,0,Cold,None,Sylhet,0
2025-02-15,Saree,Traditional,3246,15,6,19476,Sunny,None,Sylhet,0
2025-11-04,Panjabi,Ethnic,2049,23,2,4098,Rainy,None,Sylhet,0
2025-02-11,Jeans,Denim,2555,13,0,0,Rainy,None,Dhaka,0
2025-10-05,Saree,Traditional,3127,54,10,31270,Sunny,None,Sylhet,49
2025-01-19,Panjabi,Ethnic,1732,13,10,17320,Rainy,None,Sylhet,0
2025-06-26,Hoodie,Winter,2115,42,1,2115,Sunny,None,Sylhet,0
2025-01-21,Shirt,Formal,1593,31,0,0,Rainy,None,Chattogram,0
2025-06-25,T-Shirt,Casual,598,19,6,3588,Humid,None,Dhaka,0
2025-05-01,Shirt,Formal,1359,30,1,1359,Humid,Eid,Chattogram,0
2025-05-05,Saree,Traditional,3299,52,2,6598,Rainy,None,Sylhet,0
2025-06-18,Saree,Traditional,3206,50,2,6412,Humid,None,Chattogram,0
2025-11-11,T-Shirt,Casual,588,12,7,4116,Sunny,None,Dhaka,0
2025-12-26,Jeans,Denim,2488,13,0,0,Rainy,None,Dhaka,0
2025-07-01,T-Shirt,Casual,846,29,7,5922,Rainy,None,Dhaka,24
2025-03-05,Saree,Traditional,3348,44,6,20088,Cold,Ramadan,Chattogram,0
2025-05-03,Panjabi,Ethnic,1923,11,2,3846,Cold,Eid,Sylhet,0
2025-09-18,T-Shirt,Casual,918,23,6,5508,Sunny,None,Dhaka,0
2025-10-17,T-Shirt,Casual,735,18,5,3675,Rainy,None,Dhaka,0
2025-05-08,Saree,Traditional,3245,41,3,9735,Cold,None,Chattogram,0
2025-11-19,Saree,Traditional,3106,38,3,9318,Rainy,None,Sylhet,0
2025-03-07,Hoodie,Winter,2295,41,1,2295,Rainy,Ramadan,Dhaka,0
2025-11-03,Saree,Traditional,3416,34,4,13664,Sunny,None,Chattogram,0
2025-11-10,T-Shirt,Casual,682,15,3,2046,Sunny,None,Chattogram,0
2025-06-16,Hoodie,Winter,2342,39,2,4684,Humid,None,Dhaka,0
2025-10-08,Panjabi,Ethnic,1919,29,2,3838,Cold,None,Dhaka,20
2025-07-06,Panjabi,Ethnic,1683,23,6,10098,Humid,None,Chattogram,0
2025-11-13,T-Shirt,Casual,599,10,5,2995,Sunny,None,Chattogram,0
2025-01-24,Panjabi,Ethnic,1872,16,7,13104,Cold,None,Dhaka,0
2025-06-07,Jeans,Denim,2438,13,0,0,Rainy,None,Chattogram,0
2025-10-09,Saree,Traditional,3217,32,2,6434,Rainy,None,Chattogram,0
2025-09-11,Hoodie,Winter,2368,36,3,7104,Humid,None,Chattogram,0
2025-11-02,T-Shirt,Casual,605,54,1,605,Sunny,None,Chattogram,45
2025-12-27,Panjabi,Ethnic,1905,14,2,3810,Cold,None,Dhaka,0
2025-05-22,Shirt,Formal,1586,27,3,4758,Humid,Eid,Chattogram,0
2025-09-17,Shirt,Formal,1564,27,0,0,Rainy,None,Sylhet,0
2025-12-02,Jeans,Denim,2379,13,0,0,Humid,None,Chattogram,0
2025-02-21,Saree,Traditional,3210,31,1,3210,Sunny,None,Dhaka,0
2025-01-24,Saree,Traditional,3288,16,15,49320,Cold,None,Dhaka,0
2024-12-31,Shirt,Formal,1320,27,0,0,Sunny,None,Dhaka,0
2025-07-23,T-Shirt,Casual,584,47,7,4088,Humid,None,Chattogram,0
2025-11-02,Panjabi,Ethnic,1728,35,5,8640,Sunny,None,Dhaka,26
2025-05-15,T-Shirt,Casual,858,44,3,2574,Humid,Eid,Sylhet,0
2025-11-07,Panjabi,Ethnic,1696,27,8,13568,Rainy,None,Chattogram,0
2025-07-02,Saree,Traditional,3155,16,0,0,Rainy,None,Dhaka,0
2025-10-11,Saree,Traditional,3078,16,0,0,Rainy,None,Sylhet,0
2025-05-19,Shirt,Formal,1573,19,8,12584,Humid,Eid,Dhaka,0
2025-06-07,Saree,Traditional,3105,15,1,3105,Humid,None,Chattogram,0
2025-12-10,Shirt,Formal,1368,19,0,0,Rainy,None,Chattogram,0
2025-05-23,Saree,Traditional,3251,31,8,26008,Sunny,None,Sylhet,24
2025-08-12,Shirt,Formal,1518,12,7,10626,Humid,None,Sylhet,0
2025-01-17,Shirt,Formal,1558,10,2,3116,Sunny,None,Chattogram,0
2025-03-21,T-Shirt,Casual,801,40,4,3204,Cold,Ramadan,Sylhet,0
2025-08-15,Saree,Traditional,3217,26,5,16085,Sunny,None,Dhaka,0
2025-01-02,Jeans,Denim,2432,13,0,0,Humid,None,Sylhet,0
2025-04-18,Panjabi,Ethnic,2027,15,12,24324,Sunny,Eid,Dhaka,0
2025-10-07,Panjabi,Ethnic,2002,12,3,6006,Humid,None,Sylhet,0
2025-09-07,T-Shirt,Casual,925,34,6,5550,Humid,None,Sylhet,0
2025-05-27,T-Shirt,Casual,770,32,2,1540,Rainy,None,Sylhet,0
2025-02-16,Jeans,Denim,2506,13,0,0,Rainy,None,Dhaka,0
2025-03-16,Saree,Traditional,3160,18,8,25280,Humid,None,Chattogram,0
